Region,District,Sector,School_Name,Year,Male_Dropout_Percentage,Female_Dropout_Percentage,Overall_Dropout_Percentage,Completion_Total,Reenrollment_Rate,Attendance_Rate,Avg_Household_Income_RWF,TS_Ratio_Numeric,Dropout_Level
Kigali,Nyarugenge,Nyamirambo,Mater Dei,2011,18.19,20.72,19.46,67.19,7.57,67.61,498465,0.033333333,Medium
Kigali,Nyarugenge,Mageragere,GS Mubuga,2012,11.53,29.87,20.7,69.5,19.23,83.22,195673,0.033333333,Medium
Kigali,Nyarugenge,Rwezamenyo,GS Gitega,2013,19.41,22.89,21.15,64.5,6.02,76.91,224982,0.033333333,Medium
Kigali,Nyarugenge,Gitega,GS Matara,2014,29.46,14.77,22.11,62.56,14.74,98.97,129301,0.033333333,Medium
Kigali,Nyarugenge,Nyamirambo,GS Migongo,2015,23.29,8.07,15.68,69.11,17.29,70.28,358503,0.033333333,Medium
Kigali,Nyarugenge,Nyamirambo,GS Camp Kigali,2016,18.65,15.7,17.17,55.56,6.83,64.71,367926,0.033333333,Medium
Kigali,Nyarugenge,Kigali,GS Akumunigo,2017,12.05,11.04,11.54,68.72,18.85,93.01,273757,0.033333333,Medium
Kigali,Nyarugenge,Nyamirambo,GS Ruheru,2018,26.33,5.69,16.01,84.02,2.33,82.66,321427,0.033333333,Medium
Kigali,Nyarugenge,Muhima,GS Mweya,2019,24.71,12.04,18.37,93.65,6.09,92.24,587247,0.033333333,Medium
Kigali,Nyarugenge,Kimisagara,GS Ruheru,2020,3.35,12.69,8.02,71.71,12.82,73.84,204211,0.033333333,Low
Kigali,Nyarugenge,Nyakabanda,GS Rwanyanza,2021,24.85,4.84,14.85,94.62,16.59,79.48,322317,0.033333333,Medium
Kigali,Nyarugenge,Muhima,GS Gitega,2022,10.21,28.63,19.42,87.29,10.12,64.87,463412,0.033333333,Medium
Kigali,Nyarugenge,Kimisagara,GS Rwamagana,2023,7.74,3.32,5.53,72.47,8.79,83.77,305342,0.033333333,Low
Kigali,Nyarugenge,Gitega,Mater Dei,2024,4.06,19.58,11.82,70.89,11.29,86.01,303218,0.033333333,Medium
Southern,Huye,Sector-5,GS Matara,2010,29.85,2.68,16.26,91.97,2.43,69.57,260866,0.016949153,Medium
Southern,Huye,Sector-8,Mater Dei,2011,9.79,3.93,6.86,68.86,16.28,80.38,593158,0.016949153,Low
Southern,Huye,Sector-5,GS Akumunigo,2012,18.84,9.88,14.36,78.77,17.73,77.04,508638,0.016949153,Medium
Southern,Huye,Sector-6,GS Migongo,2013,14.04,6.64,10.34,69.55,19.28,93.1,503172,0.016949153,Medium
Southern,Huye,Sector-8,GS Ruramira,2014,8.21,4.88,6.54,80.22,10.71,83.29,386166,0.016949153,Low
Southern,Huye,Sector-4,GS Rutongo,2015,7.24,1.35,4.3,80.43,7.43,92.06,546636,0.016949153,Low
Southern,Huye,Sector-4,ES Kigoma,2016,8.71,19.74,14.22,69.13,17.29,65.97,110749,0.016949153,Medium
Southern,Huye,Sector-5,GS Nyacyina,2017,8.06,19.9,13.98,85.62,19.12,94.38,356553,0.016949153,Medium
Southern,Huye,Sector-1,GS Rukomo,2018,4.86,3.96,4.41,90.04,16.82,92.36,103631,0.016949153,Low
Southern,Huye,Sector-6,GS Akumunigo,2019,2.11,27.15,14.63,77.47,12.73,86.37,521818,0.016949153,Medium
Southern,Huye,Sector-7,GS Rukomo,2020,18.8,2.93,10.87,66.71,13.6,89.5,163936,0.016949153,Medium
Southern,Huye,Sector-1,GS Rukomo,2021,2.21,3.46,2.83,69.71,19.13,62.85,201015,0.016949153,Low
Southern,Huye,Sector-3,ES Kigoma,2022,22.39,11.24,16.82,66.16,3.7,90.99,597030,0.016949153,Medium
Southern,Huye,Sector-1,GS Camp Kigali,2023,6.05,3.85,4.95,85.62,5.91,70.6,404677,0.016949153,Low
Southern,Huye,Sector-4,GS Nyacyina,2024,23.31,19.12,21.21,64.69,15.49,64.86,197661,0.016949153,Medium
Southern,Huye,Sector-5,GS Gitega,2010,26.98,10.34,18.66,64.99,18.41,64.56,330156,0.016949153,Medium
Southern,Huye,Sector-7,GS Agataramo,2011,16.1,18.88,17.49,55.01,1.9,64.43,189489,0.016949153,Medium
Southern,Huye,Sector-5,GS Rutongo,2012,11.9,16.95,14.43,63.81,13.52,70.95,507507,0.016949153,Medium
Southern,Huye,Sector-9,Marie Merci,2013,15.39,1.37,8.38,91.6,10.88,72.68,438416,0.016949153,Low
Southern,Huye,Sector-6,GS Rukomo,2014,19.45,7.41,13.43,93.16,15.06,82.31,325942,0.016949153,Medium
Southern,Huye,Sector-2,GS Nyacyina,2015,8.81,16.65,12.73,70.9,4.27,87.41,417875,0.016949153,Medium
Southern,Huye,Sector-3,GS Gahanga I,2016,15.67,25.38,20.53,81.88,5.95,83.61,356695,0.016949153,Medium
Southern,Huye,Sector-8,GS Migongo,2017,17.39,20.98,19.18,87.74,9.23,90.44,260878,0.016949153,Medium
Southern,Huye,Sector-2,GS Buye,2018,1.27,8.15,4.71,92.96,4.08,63.97,121727,0.016949153,Low
Southern,Huye,Sector-9,King David,2019,17.1,22.26,19.68,70.1,11.08,74.22,531116,0.016949153,Medium
Southern,Huye,Sector-5,GS Ruheru,2020,1.15,23.07,12.11,69.53,7.36,68.1,382017,0.016949153,Medium
Southern,Huye,Sector-4,GS Ruheru,2021,10.48,5.32,7.9,79.56,14.44,99.85,200483,0.016949153,Low
Southern,Huye,Sector-6,GS Rutongo,2022,26.7,18.2,22.45,70.1,3.34,87.82,290868,0.016949153,Medium
Southern,Huye,Sector-8,GS Rwanyanza,2023,6.26,12.24,9.25,81.91,2.08,80.4,169122,0.016949153,Low
Southern,Huye,Sector-3,GS Akumunigo,2024,7.54,21.39,14.46,63.49,9.97,83.97,507442,0.016949153,Medium
Southern,Huye,Sector-4,GS Buye,2010,22.63,29.48,26.05,75.87,2.45,80.81,312652,0.023809524,High
Southern,Huye,Sector-9,GS Nyacyina,2011,22.33,7.84,15.08,60.85,18.66,92.05,568270,0.023809524,Medium
Southern,Huye,Sector-7,GS Gitega,2012,19.63,13.22,16.43,85.55,11.44,64.73,593253,0.023809524,Medium
Southern,Huye,Sector-6,GS Akumunigo,2013,18.05,6.35,12.2,67.42,5.46,61.05,193808,0.023809524,Medium
Southern,Huye,Sector-5,GS Gitega,2014,16.02,9.66,12.84,80,16.84,77.19,312978,0.023809524,Medium
Southern,Huye,Sector-7,GS Mweya,2015,6.4,24.28,15.34,73.53,18.08,65.34,250787,0.023809524,Medium
Southern,Huye,Sector-9,GS Ruheru,2016,27.37,23.63,25.5,51.61,15.03,69.01,107531,0.023809524,High
Southern,Huye,Sector-7,Mater Dei,2017,20.05,28.74,24.4,53.15,4.94,71.29,568187,0.023809524,Medium
Southern,Huye,Sector-6,GS Ruheru,2018,27.28,8.24,17.76,75.78,1.31,77.99,526188,0.023809524,Medium
Southern,Huye,Sector-2,ES Kigoma,2019,15.14,1.97,8.56,74.23,8.22,65.57,409443,0.023809524,Low
Southern,Huye,Sector-7,GS Mubuga,2020,11.07,27.1,19.08,67.14,7.87,98.54,570670,0.023809524,Medium
Southern,Huye,Sector-3,GS Migongo,2021,25.01,23.84,24.43,77.97,14.5,99.18,390372,0.023809524,Medium
Southern,Huye,Sector-9,GS Gahanga I,2022,6.54,10.81,8.68,81.39,0.44,98.69,237660,0.023809524,Low
Southern,Huye,Sector-2,GS Gitega,2023,21.88,13.12,17.5,69.31,8.08,81.8,306487,0.023809524,Medium
Southern,Huye,Sector-5,GS Rukomo,2024,16.73,23.96,20.35,79.04,2.82,69.05,431328,0.023809524,Medium
Southern,Huye,Sector-6,GS Cyahafi,2010,14.41,12.94,13.67,79.91,16.13,62.49,321095,0.025641026,Medium
Southern,Huye,Sector-4,GS Rutongo,2011,14.32,2.51,8.41,74.69,15.14,70.34,243891,0.025641026,Low
Southern,Huye,Sector-9,GS Mweya,2012,16.06,6.94,11.5,93.94,11.2,94.82,214586,0.025641026,Medium
Southern,Huye,Sector-1,GS Kimironko II,2013,22.77,17.18,19.98,66.17,7.81,73.75,453323,0.025641026,Medium
Southern,Huye,Sector-3,GS Cyahafi,2014,24.15,11.79,17.97,71.23,3.91,63.74,237924,0.025641026,Medium
Southern,Huye,Sector-7,GS Cyahafi,2015,6.41,3.73,5.07,77.85,12.85,71.06,500455,0.025641026,Low
Southern,Huye,Sector-7,GS Ruramira,2016,6.68,27.01,16.85,74.19,12.27,82.31,180257,0.025641026,Medium
Southern,Huye,Sector-8,GS Migongo,2017,11.53,27.02,19.27,66.9,17.88,83.92,350870,0.025641026,Medium
Southern,Huye,Sector-9,GS Rwamagana,2018,19.97,5.41,12.69,76.39,16.07,63.34,495807,0.025641026,Medium
Southern,Huye,Sector-2,GS Gahanga I,2019,15.65,29.05,22.35,85.05,3.32,86.72,219052,0.025641026,Medium
Southern,Huye,Sector-4,GS Camp Kigali,2020,26.58,13.4,19.99,54.37,14.39,82.39,339968,0.025641026,Medium
Southern,Huye,Sector-6,GS Nyacyina,2021,26.82,3.3,15.06,72.97,10.82,94.33,502803,0.025641026,Medium
Southern,Huye,Sector-8,GS Mweya,2022,21.6,10.12,15.86,82.32,9.88,78.37,143732,0.025641026,Medium
Southern,Huye,Sector-1,GS Kimironko II,2023,25.02,10.72,17.87,72.14,4.8,93.04,321373,0.025641026,Medium
Southern,Huye,Sector-6,GS Nyacyina,2024,5.12,11.09,8.1,79.98,14.76,86.05,439119,0.025641026,Low
Southern,Huye,Sector-7,GS Nyacyina,2010,19.39,4.66,12.03,75.03,3.34,87.45,362299,0.017857143,Medium
Southern,Huye,Sector-9,GS Kimironko II,2011,20,29.76,24.88,53.74,4.31,73.62,329817,0.017857143,Medium
Southern,Huye,Sector-1,GS Gahanga I,2012,11.45,2.99,7.22,79.29,15.32,90.37,286339,0.017857143,Low
Southern,Huye,Sector-2,ES Kigoma,2013,23.86,20.28,22.07,79.19,8.94,86.83,167990,0.017857143,Medium
Southern,Huye,Sector-4,GS Mweya,2014,14.35,26.07,20.21,73.18,0.36,99.07,112109,0.017857143,Medium
Southern,Huye,Sector-3,GS Camp Kigali,2015,13.22,1.79,7.5,77.34,15.08,88.31,115282,0.017857143,Low
Southern,Huye,Sector-9,GS Gahanga I,2016,24.34,1.52,12.93,92.24,5.63,72.19,310294,0.017857143,Medium
Southern,Huye,Sector-9,GS Rwanyanza,2017,26.31,4.26,15.29,81.11,0.25,63.86,411581,0.017857143,Medium
Southern,Huye,Sector-9,GS Rutongo,2018,14.59,9.74,12.17,72.39,0.96,72,225149,0.017857143,Medium
Southern,Huye,Sector-7,GS Gitega,2019,27.18,25.72,26.45,81.53,10.63,95.69,217886,0.017857143,High
Southern,Huye,Sector-5,GS Nyacyina,2020,25.31,9.27,17.29,67.42,1.27,91.57,560244,0.017857143,Medium
Southern,Huye,Sector-3,GS Buye,2021,25.11,18.37,21.74,55.22,16.59,96.39,146403,0.017857143,Medium
Southern,Huye,Sector-9,GS Ruramira,2022,26.49,17.58,22.04,73.7,6.82,72.68,210155,0.017857143,Medium
Southern,Huye,Sector-4,GS Gitega,2023,5.78,5.95,5.86,84.83,13.53,91.55,440146,0.017857143,Low
Southern,Huye,Sector-2,GS Cyahafi,2024,4.82,7.79,6.31,93.94,9.46,70.51,462455,0.017857143,Low
Southern,Nyanza,Kigoma,King David,2010,3.06,8.38,5.72,70.86,5.54,61.83,140583,0.028571429,Low
Southern,Nyanza,Cyabakamyi,GS Ruramira,2011,29.17,10.61,19.89,66.95,4.14,84.43,287116,0.028571429,Medium
Southern,Nyanza,Busoro,GS Akumunigo,2012,15.98,1.16,8.57,55.67,6.78,61.47,596507,0.028571429,Low
Southern,Nyanza,Kibirizi,GS Migongo,2013,24.27,17.59,20.93,70.15,1.74,97.27,282024,0.028571429,Medium
Southern,Nyanza,Mukingo,GS Migongo,2014,18.89,4.3,11.6,71.32,9.01,94.97,170028,0.028571429,Medium
Southern,Nyanza,Kibirizi,GS Camp Kigali,2015,27.95,5.79,16.87,77.99,5.16,95.29,291420,0.028571429,Medium
Southern,Nyanza,Kigoma,GS Akumunigo,2016,20.56,9.61,15.08,91.81,14.35,88.86,475960,0.028571429,Medium
Southern,Nyanza,Busasamana,GS Cyahafi,2017,25.06,2.18,13.62,78.21,7.38,86.61,365888,0.028571429,Medium
Southern,Nyanza,Kibirizi,GS Migongo,2018,4.51,13.15,8.83,70.55,18.83,63.21,250158,0.028571429,Low
Southern,Nyanza,Kibirizi,GS Migongo,2019,20.39,20.68,20.54,73.89,18.27,60.41,571249,0.028571429,Medium
Southern,Nyanza,Rwabicuma,GS Rwamagana,2020,18.76,26.34,22.55,71.11,10.68,96.1,261445,0.028571429,Medium
Southern,Nyanza,Rwabicuma,GS Mweya,2021,5.12,1.34,3.23,67.93,2.46,79.44,320972,0.028571429,Low
Southern,Nyanza,Nyagisozi,GS Migongo,2022,17.2,10.95,14.08,84.54,8.08,93.82,572501,0.028571429,Medium
Southern,Nyanza,Kibirizi,King David,2023,3.25,16.73,9.99,86.3,9,69.05,462271,0.028571429,Low
Southern,Nyanza,Busoro,GS Kinteko,2024,17.8,23.02,20.41,74.71,0.55,60.49,345754,0.028571429,Medium
Southern,Nyanza,Kibirizi,GS Ruheru,2010,5.84,13.49,9.66,75.82,0.51,73.84,275251,0.032258065,Low
Southern,Nyanza,Rwabicuma,GS Cyahafi,2011,19.73,19.47,19.6,60.31,13.54,76.39,358864,0.032258065,Medium
Southern,Nyanza,Busasamana,GS Migongo,2012,18.57,11.57,15.07,80.15,2.81,78.16,279587,0.032258065,Medium
Southern,Nyanza,Kigoma,GS Buye,2013,15.08,1.8,8.44,86.74,18.51,75.37,338746,0.032258065,Low
Southern,Nyanza,Kigoma,King David,2014,13.01,12.47,12.74,61.51,16.71,79.51,284233,0.032258065,Medium
Southern,Nyanza,Mukingo,GS Ruramira,2015,11.74,11.87,11.81,72.95,1.76,99.79,499560,0.032258065,Medium
Southern,Nyanza,Kibirizi,GS Buye,2016,18.6,5.4,12,75.04,9.56,90.94,127716,0.032258065,Medium
Southern,Nyanza,Mukingo,New Vision,2017,16.44,5.88,11.16,77.14,3.54,74.25,240641,0.032258065,Medium
Southern,Nyanza,Mukingo,New Vision,2018,15.72,20.64,18.18,76.64,19.99,81.79,447520,0.032258065,Medium
Southern,Nyanza,Kigoma,Mater Dei,2019,5.37,24.69,15.03,74.74,6.52,89.38,419313,0.032258065,Medium
Southern,Nyanza,Busoro,GS Rwamagana,2020,23.98,14.38,19.18,71.97,18.14,94.1,397572,0.032258065,Medium
Southern,Nyanza,Kibirizi,Marie Merci,2021,4.84,18.2,11.52,73.81,14.92,78.34,176021,0.032258065,Medium
Southern,Nyanza,Busoro,ES Kigoma,2022,16.93,2.67,9.8,78.69,18.98,61.38,113893,0.032258065,Low
Southern,Nyanza,Nyagisozi,GS Cyahafi,2023,15.87,3.72,9.8,81.16,10.45,72.1,465795,0.032258065,Low
Southern,Nyanza,Busoro,ES Kigoma,2024,17.32,13.8,15.56,88.11,17.89,74.49,136304,0.032258065,Medium
Southern,Nyanza,Mukingo,ES Kigoma,2010,23.17,17.63,20.4,78.91,12.8,64.37,444179,0.022727273,Medium
Southern,Nyanza,Kigoma,GS Nyacyina,2011,9.65,7.97,8.81,64.2,0.38,61.23,518734,0.022727273,Low
Southern,Nyanza,Muyira,GS Rukomo,2012,14.83,20.94,17.89,85.38,7.17,65.38,440093,0.022727273,Medium
Southern,Nyanza,Nyagisozi,New Vision,2013,24.33,9.08,16.71,79.2,13.54,60.35,177842,0.022727273,Medium
Southern,Nyanza,Busasamana,King David,2014,25.03,9.54,17.28,68.8,0.11,93.37,356910,0.022727273,Medium
Southern,Nyanza,Nyagisozi,GS Matara,2015,28.18,24.84,26.51,92.34,7.98,88,246110,0.022727273,High
Southern,Nyanza,Busoro,Mater Dei,2016,21.97,9.13,15.55,67.8,12.64,72.25,349415,0.022727273,Medium
Southern,Nyanza,Busoro,GS Migongo,2017,17.73,21.23,19.48,52.68,2.26,94.76,563937,0.022727273,Medium
Southern,Nyanza,Kibirizi,Marie Merci,2018,25.42,8.02,16.72,65.59,5.62,88.4,556887,0.022727273,Medium
Southern,Nyanza,Ntyazo,GS Rukomo,2019,24.3,27.95,26.12,82.78,10.98,72.86,390598,0.022727273,High
Southern,Nyanza,Kibirizi,GS Matara,2020,7.36,1.98,4.67,65.77,14.4,90.38,523966,0.022727273,Low
Southern,Nyanza,Mukingo,GS Gahanga I,2021,26.14,14.16,20.15,84.4,14.28,85.48,243217,0.022727273,Medium
Southern,Nyanza,Muyira,GS Matara,2022,24.85,24.31,24.58,76.82,5.43,65.72,433270,0.022727273,Medium
Southern,Nyanza,Cyabakamyi,GS Nyacyina,2023,15.4,9.24,12.32,69.08,6.35,62.17,572779,0.022727273,Medium
Southern,Nyanza,Kigoma,ES Kigoma,2024,1,15.82,8.41,58.08,16.79,88.28,390134,0.022727273,Low
Southern,Nyanza,Cyabakamyi,GS Migongo,2010,3.4,28,15.7,73.92,15.78,82.6,499009,0.018518519,Medium
Southern,Nyanza,Mukingo,GS Cyahafi,2011,26.86,13.58,20.22,82.18,13.74,98.56,341060,0.018518519,Medium
Southern,Nyanza,Busasamana,GS Kinteko,2012,15.32,12.24,13.78,83.41,14.26,60.17,456374,0.018518519,Medium
Southern,Nyanza,Busasamana,New Vision,2013,20.33,29.02,24.67,92.8,2.11,88.1,437501,0.018518519,Medium
Southern,Nyanza,Mukingo,GS Akumunigo,2014,23.67,19.68,21.68,60.21,9.52,98.27,250043,0.018518519,Medium
Southern,Nyanza,Muyira,GS Rwanyanza,2015,4.22,19.4,11.81,69.34,11.04,94.36,572076,0.018518519,Medium
Southern,Nyanza,Busoro,GS Nyacyina,2016,13.06,21.87,17.46,81.02,15.92,89.22,134773,0.018518519,Medium
Southern,Nyanza,Nyagisozi,GS Rwanyanza,2017,22.87,2.04,12.45,83.14,12.9,65.03,254626,0.018518519,Medium
Southern,Nyanza,Kigoma,GS Matara,2018,12.46,21.68,17.07,77.24,16.47,71.5,573314,0.018518519,Medium
Southern,Nyanza,Busasamana,GS Gahanga I,2019,23.68,16.77,20.22,69.7,16.77,69.68,348933,0.018518519,Medium
Southern,Nyanza,Mukingo,GS Agataramo,2020,21.57,28.52,25.04,69.19,5.33,73.21,357803,0.018518519,High
Southern,Nyanza,Ntyazo,GS Agataramo,2021,22.02,26.45,24.24,60.98,10.43,90.49,464662,0.018518519,Medium
Southern,Nyanza,Cyabakamyi,GS Rutongo,2022,29.3,4.64,16.97,69.68,5.31,92.29,486721,0.018518519,Medium
Southern,Nyanza,Rwabicuma,GS Kinteko,2023,1.51,9.51,5.51,82.28,12.93,73.92,251165,0.018518519,Low
Southern,Nyanza,Muyira,GS Agataramo,2024,29.25,25.56,27.41,73.05,9.16,91.33,541048,0.018518519,High
Southern,Nyanza,Ntyazo,New Vision,2010,21.59,28.18,24.89,76.92,19.16,62.39,149067,0.03125,Medium
Southern,Nyanza,Mukingo,GS Rutongo,2011,28.34,23.77,26.05,88.4,7.31,98.51,286907,0.03125,High
Southern,Nyanza,Ntyazo,GS Rwamagana,2012,7.54,6.68,7.11,69.08,2.94,91.25,320460,0.03125,Low
Southern,Nyanza,Busoro,GS Nyacyina,2013,24.52,19.44,21.98,76.56,6.75,70.4,527056,0.03125,Medium
Southern,Nyanza,Rwabicuma,GS Gitega,2014,22.02,16.63,19.33,68.77,9.95,87.6,378385,0.03125,Medium
Southern,Nyanza,Mukingo,GS Nyacyina,2015,7.68,2.29,4.98,67.94,19.25,90.44,184703,0.03125,Low
Southern,Nyanza,Nyagisozi,GS Kimironko II,2016,19.01,27.93,23.47,82.69,3.31,67.21,537470,0.03125,Medium
Southern,Nyanza,Cyabakamyi,GS Matara,2017,13.92,7.07,10.49,72.34,17.08,99.25,323564,0.03125,Medium
Southern,Nyanza,Busoro,ES Kigoma,2018,8.02,28.86,18.44,78.71,4.38,99.79,327135,0.03125,Medium
Southern,Nyanza,Ntyazo,GS Mweya,2019,14.31,27.66,20.99,59.75,16.59,60.52,228389,0.03125,Medium
Southern,Nyanza,Busoro,GS Ruramira,2020,22.23,11.3,16.76,77.34,7.86,98.12,150081,0.03125,Medium
Southern,Nyanza,Ntyazo,GS Migongo,2021,25.77,23.42,24.6,63.55,11.3,78.33,524528,0.03125,Medium
Southern,Nyanza,Muyira,GS Nyacyina,2022,23.38,15.47,19.42,50.53,4.44,74.28,300191,0.03125,Medium
Southern,Nyanza,Kibirizi,GS Ruheru,2023,10.33,25.59,17.96,70.61,17.89,77.15,333820,0.03125,Medium
Southern,Nyanza,Kibirizi,New Vision,2024,1.01,27.14,14.08,78.6,15.22,98.19,298784,0.03125,Medium
Southern,Muhanga,Sector-4,GS Matara,2010,1.95,2.67,2.31,68,7.73,84.88,145740,0.02,Low
Southern,Muhanga,Sector-4,GS Mubuga,2011,17.64,13.05,15.35,93.74,0.55,95.09,130099,0.02,Medium
Southern,Muhanga,Sector-9,GS Akumunigo,2012,25.35,22.8,24.08,79.63,19.01,65.93,557719,0.02,Medium
Southern,Muhanga,Sector-7,GS Mubuga,2013,17.87,13.66,15.76,77.42,17.88,90.35,208946,0.02,Medium
Southern,Muhanga,Sector-2,GS Buye,2014,28.45,26.88,27.67,80,4.09,79.05,543790,0.02,High
Southern,Muhanga,Sector-4,King David,2015,18.14,6.4,12.27,79.66,5.9,68.28,586904,0.02,Medium
Southern,Muhanga,Sector-2,GS Ruheru,2016,26.51,14.34,20.42,73.04,15.48,61.91,377667,0.02,Medium
Southern,Muhanga,Sector-7,GS Nyacyina,2017,11.23,24.92,18.07,74.47,18.62,61.82,581907,0.02,Medium
Southern,Muhanga,Sector-5,GS Mweya,2018,12.36,16.85,14.61,78.06,14.46,62.45,596965,0.02,Medium
Southern,Muhanga,Sector-4,Mater Dei,2019,6.82,6.9,6.86,61.19,19.34,95.31,190453,0.02,Low
Southern,Muhanga,Sector-5,ES Kigoma,2020,7.5,20.23,13.87,89.76,14.25,76.91,419793,0.02,Medium
Southern,Muhanga,Sector-8,King David,2021,24.69,6.27,15.48,81.82,15.25,92.27,226479,0.02,Medium
Southern,Muhanga,Sector-2,GS Gitega,2022,16.73,5.34,11.04,69.88,15.61,90.15,278207,0.02,Medium
Southern,Muhanga,Sector-9,GS Camp Kigali,2023,17.93,28.61,23.27,57.69,2.6,84.06,319571,0.02,Medium
Southern,Muhanga,Sector-8,GS Nyacyina,2024,17.24,23.64,20.44,72.01,3.18,98.9,457246,0.02,Medium
Southern,Muhanga,Sector-9,GS Camp Kigali,2010,27.71,21.14,24.43,89.77,3.9,70.96,375194,0.028571429,Medium
Southern,Muhanga,Sector-7,GS Migongo,2011,11.01,10.73,10.87,95.88,10.99,88.05,125675,0.028571429,Medium
Southern,Muhanga,Sector-3,GS Buye,2012,10.05,14.99,12.52,72.35,15.64,96.26,403472,0.028571429,Medium
Southern,Muhanga,Sector-3,GS Akumunigo,2013,4.61,24.13,14.37,86.48,14.12,63.9,188791,0.028571429,Medium
Southern,Muhanga,Sector-3,GS Ruramira,2014,16.49,16.68,16.59,68.46,19.05,79.29,461447,0.028571429,Medium
Southern,Muhanga,Sector-8,GS Gahanga I,2015,7.58,26.5,17.04,87.15,16.33,85,191649,0.028571429,Medium
Southern,Muhanga,Sector-3,GS Kimironko II,2016,15.54,3.06,9.3,81.2,12.56,94.03,504470,0.028571429,Low
Southern,Muhanga,Sector-1,GS Migongo,2017,8.18,5.72,6.95,55.17,18.7,75.63,192036,0.028571429,Low
Southern,Muhanga,Sector-9,GS Matara,2018,13.49,26.46,19.97,71.32,13.71,74.23,345809,0.028571429,Medium
Southern,Muhanga,Sector-7,GS Agataramo,2019,10.64,2.64,6.64,82.96,12.65,85.67,496981,0.028571429,Low
Southern,Muhanga,Sector-9,Marie Merci,2020,6.77,13.13,9.95,71.31,19.61,71.11,417777,0.028571429,Low
Southern,Muhanga,Sector-9,GS Gahanga I,2021,2.96,16.04,9.5,78.75,14.76,64.53,256989,0.028571429,Low
Southern,Muhanga,Sector-2,GS Mweya,2022,21.43,13.26,17.35,68.6,9.66,70.57,145833,0.028571429,Medium
Southern,Muhanga,Sector-6,Mater Dei,2023,8.79,9.34,9.06,90.63,1.37,84.15,422854,0.028571429,Low
Southern,Muhanga,Sector-2,ES Kigoma,2024,13.48,21.18,17.33,63.75,14.08,82.14,230356,0.028571429,Medium
Southern,Muhanga,Sector-4,Mater Dei,2010,21.49,18.69,20.09,64.6,18.93,83.91,129084,0.026315789,Medium
Southern,Muhanga,Sector-6,GS Akumunigo,2011,4.07,5.49,4.78,92.03,12.5,95.32,461719,0.026315789,Low
Southern,Muhanga,Sector-3,GS Matara,2012,11.83,2.46,7.15,75.33,19.15,97.45,353091,0.026315789,Low
Southern,Muhanga,Sector-2,King David,2013,12.57,25.35,18.96,71.53,14.86,99.08,471344,0.026315789,Medium
Southern,Muhanga,Sector-9,King David,2014,10.48,26.81,18.65,72.29,8.77,94.45,588067,0.026315789,Medium
Southern,Muhanga,Sector-8,GS Cyahafi,2015,29.89,7.65,18.77,80.44,13.08,88.03,294028,0.026315789,Medium
Southern,Muhanga,Sector-5,King David,2016,24.73,2.45,13.59,73.53,1.54,74.24,384013,0.026315789,Medium
Southern,Muhanga,Sector-2,Marie Merci,2017,27.42,11.29,19.36,66,7.44,83.88,429231,0.026315789,Medium
Southern,Muhanga,Sector-3,GS Buye,2018,10.66,26.66,18.66,71.92,12.34,71.33,213143,0.026315789,Medium
Southern,Muhanga,Sector-6,Mater Dei,2019,22.54,22.4,22.47,64.75,15.99,74.84,582376,0.026315789,Medium
Southern,Muhanga,Sector-5,GS Buye,2020,10.67,26.09,18.38,94.38,8.23,61.4,185178,0.026315789,Medium
Southern,Muhanga,Sector-5,GS Buye,2021,26.34,19.5,22.92,83.33,15.68,81.4,531722,0.026315789,Medium
Southern,Muhanga,Sector-7,Marie Merci,2022,13.16,15.5,14.33,84.6,1.12,68.04,197493,0.026315789,Medium
Southern,Muhanga,Sector-9,GS Nyacyina,2023,15.24,27.89,21.56,71.75,5.2,76.39,195985,0.026315789,Medium
Southern,Muhanga,Sector-3,GS Rwanyanza,2024,5.63,5.65,5.64,56.4,16.28,86.57,524390,0.026315789,Low
Southern,Muhanga,Sector-4,GS Mweya,2010,1.23,27.81,14.52,74.92,17.45,70.2,526044,0.029411765,Medium
Southern,Muhanga,Sector-7,GS Gitega,2011,25.02,7.27,16.14,89.89,4.64,85.29,559952,0.029411765,Medium
Southern,Muhanga,Sector-6,GS Gitega,2012,10.24,27.2,18.72,72.66,15.89,73.96,593992,0.029411765,Medium
Southern,Muhanga,Sector-5,GS Cyahafi,2013,26.65,11,18.82,71.91,8.22,60.53,290920,0.029411765,Medium
Southern,Muhanga,Sector-2,ES Kigoma,2014,21.94,12.16,17.05,72.97,10.64,89.63,346356,0.029411765,Medium
Southern,Muhanga,Sector-3,GS Cyahafi,2015,23.89,9.61,16.75,72.16,4.83,76.57,589887,0.029411765,Medium
Southern,Muhanga,Sector-7,ES Kigoma,2016,11.27,4.06,7.66,68.54,1.15,84.31,585581,0.029411765,Low
Southern,Muhanga,Sector-9,GS Rwanyanza,2017,12.34,7.79,10.07,79.49,8.32,84.65,597148,0.029411765,Medium
Southern,Muhanga,Sector-2,GS Kimironko II,2018,13.44,16.69,15.06,84.96,8.24,66.87,584273,0.029411765,Medium
Southern,Muhanga,Sector-7,Mater Dei,2019,26.25,19.31,22.78,66.2,2.86,84.23,170463,0.029411765,Medium
Southern,Muhanga,Sector-7,GS Agataramo,2020,21.07,6.98,14.03,82.19,8.39,68.17,592336,0.029411765,Medium
Southern,Muhanga,Sector-9,GS Gitega,2021,1.53,23.99,12.76,63.58,14.63,82.43,136468,0.029411765,Medium
